Calculation1,School,City,County/State/Country,App GPA,Adm GPA,Enrl GPA
OAK RIDGE HIGH SCHOOL441473,OAK RIDGE HIGH SCHOOL,Conroe,Texas,3.97,,
OAKLAND CATHOLIC HIGH SCHOOL393775,OAKLAND CATHOLIC HIGH SCHOOL,Pittsburgh,Pennsylvania,3.79,3.79,
OAKRIDGE SCHOOL442551,OAKRIDGE SCHOOL,Arlington,Texas,3.93,3.88,
OAKTON HIGH SCHOOL472279,OAKTON HIGH SCHOOL,Vienna,Virginia,4.13,4.07,
OAKWOOD HIGH SCHOOL361845,OAKWOOD HIGH SCHOOL,Dayton,Ohio,4.03,,
OBRA D TOMPKINS HIGH SCHOOL443726,OBRA D TOMPKINS HIGH SCHOOL,Katy,Texas,4.08,4.03,
OKEMOS HIGH SCHOOL232850,OKEMOS HIGH SCHOOL,Okemos,Michigan,4,4.06,
OKLAHOMA SCHOOL OF SCI & MATH372684,OKLAHOMA SCHOOL OF SCI & MATH,Oklahoma City,Oklahoma,3.99,4.02,
OLATHE NORTH HIGH SCHOOL172220,OLATHE NORTH HIGH SCHOOL,Olathe,Kansas,4.16,,
OLD BRIDGE HIGH SCHOOL311052,OLD BRIDGE HIGH SCHOOL,Matawan,New Jersey,3.86,,
OLENTANGY LIBERTY HIGH SCHOOL365046,OLENTANGY LIBERTY HIGH SCHOOL,Powell,Ohio,4.11,4.11,
OLENTANGY ORANGE HIGH SCHOOL365219,OLENTANGY ORANGE HIGH SCHOOL,Lewis Center,Ohio,4.01,3.9,
OLIVER M HAZEN HIGH SCHOOL480987,OLIVER M HAZEN HIGH SCHOOL,Renton,Washington,4.13,4.22,
OLYMPIA HIGH SCHOOL101656,OLYMPIA HIGH SCHOOL,Orlando,Florida,4.04,,
OLYMPIA HIGH SCHOOL480835,OLYMPIA HIGH SCHOOL,Olympia,Washington,4.12,4.18,
OLYMPUS HIGH SCHOOL450380,OLYMPUS HIGH SCHOOL,Salt Lake City,Utah,4.08,4.2,
OPPORTUNITIES FOR LEARNING DUARTE054762,OPPORTUNITIES FOR LEARNING DUARTE,Monrovia,Los Angeles,3.47,,
ORANGE HIGH SCHOOL361332,ORANGE HIGH SCHOOL,Pepper Pike,Ohio,3.89,,
OREGON CITY HIGH SCHOOL380785,OREGON CITY HIGH SCHOOL,Oregon City,Oregon,4.16,,
OREGON EPISCOPAL SCHOOL380915,OREGON EPISCOPAL SCHOOL,Portland,Oregon,3.61,3.71,
OREM HIGH SCHOOL450281,OREM HIGH SCHOOL,Orem,Utah,3.97,3.93,3.92
ORONO HIGH SCHOOL241410,ORONO HIGH SCHOOL,Orono,Minnesota,4.06,,
OSBOURN PARK SENIOR HS471345,OSBOURN PARK SENIOR HS,Manassas,Virginia,3.83,,
OSSEO HIGH SCHOOL241930,OSSEO HIGH SCHOOL,Osseo,Minnesota,4.08,,
OSSINING HIGH SCHOOL334340,OSSINING HIGH SCHOOL,Ossining,New York,3.84,,
OSWEGO EAST HIGH SCHOOL143331,OSWEGO EAST HIGH SCHOOL,Oswego,Illinois,3.78,4.01,
OUR LADY OF GOOD COUNSEL HS211083,OUR LADY OF GOOD COUNSEL HS,Olney,Maryland,3.86,3.89,
OUR LADY OF LOURDES ACADEMY101131,OUR LADY OF LOURDES ACADEMY,Miami,Florida,4.11,4.11,
OVERLAND HIGH SCHOOL060076,OVERLAND HIGH SCHOOL,Aurora,Colorado,3.97,,
OXBRIDGE ACADEMY-PALM BEACHES102381,OXBRIDGE ACADEMY-PALM BEACHES,West Palm Beach,Florida,3.83,,
OYSTER RIVER HIGH SCHOOL300150,OYSTER RIVER HIGH SCHOOL,Durham,New Hampshire,3.47,,
PACE ACADEMY110217,PACE ACADEMY,Atlanta,Georgia,4.16,,
PACKER COLLEGIATE INSTITUTE330790,PACKER COLLEGIATE INSTITUTE,Brooklyn,New York,3.77,3.72,
PADUA ACADEMY080183,PADUA ACADEMY,Wilmington,Delaware,3.97,,
PAIDEIA SCHOOL110214,PAIDEIA SCHOOL,Atlanta,Georgia,3.92,3.91,
PAINT BRANCH HIGH SCHOOL210316,PAINT BRANCH HIGH SCHOOL,Burtonsville,Maryland,4.01,,
PALATINE HIGH SCHOOL143345,PALATINE HIGH SCHOOL,Palatine,Illinois,3.87,3.98,
PALISADE SENIOR HIGH SCHOOL061140,PALISADE SENIOR HIGH SCHOOL,Palisade,Colorado,4.1,4.09,
PALM HARBOR UNIVERSITY HS100254,PALM HARBOR UNIVERSITY HS,Palm Harbor,Florida,4.22,,
PALMER RIDGE HIGH SCHOOL061041,PALMER RIDGE HIGH SCHOOL,Monument,Colorado,3.95,,
PALMER TRINITY SCHOOL101055,PALMER TRINITY SCHOOL,Miami,Florida,3.75,,
PALO VERDE HIGH SCHOOL290200,PALO VERDE HIGH SCHOOL,Las Vegas,Nevada,3.81,4.02,
PANTHER CREEK HIGH SCHOOL340603,PANTHER CREEK HIGH SCHOOL,Cary,North Carolina,3.9,4.12,
PAPILLION-LA VISTA HIGH SCHOOL281860,PAPILLION-LA VISTA HIGH SCHOOL,Papillion,Nebraska,3.92,,
PARADISE HONORS HIGH SCHOOL030694,PARADISE HONORS HIGH SCHOOL,Surprise,Arizona,4.19,,
PARADISE VALLEY HIGH SCHOOL030287,PARADISE VALLEY HIGH SCHOOL,Phoenix,Arizona,4.08,4.12,
PARAMUS CATHOLIC HIGH SCHOOL311071,PARAMUS CATHOLIC HIGH SCHOOL,Paramus,New Jersey,3.77,3.86,
PARK CITY HIGH SCHOOL450290,PARK CITY HIGH SCHOOL,Park City,Utah,3.98,4.01,
PARK TUDOR SCHOOL151720,PARK TUDOR SCHOOL,Indianapolis,Indiana,4.09,4.05,
PARKLAND HIGH SCHOOL393125,PARKLAND HIGH SCHOOL,Allentown,Pennsylvania,4.02,,
PARKVIEW HIGH SCHOOL111826,PARKVIEW HIGH SCHOOL,Lilburn,Georgia,4.16,4.14,
PARKWAY CENTRAL HIGH SCHOOL260593,PARKWAY CENTRAL HIGH SCHOOL,Chesterfield,Missouri,4.03,4.07,
PARKWAY SOUTH HIGH SCHOOL260129,PARKWAY SOUTH HIGH SCHOOL,Manchester,Missouri,4.06,,
PARKWAY WEST HIGH SCHOOL260128,PARKWAY WEST HIGH SCHOOL,Ballwin,Missouri,4.03,4.16,
PARSIPPANY HIGH SCHOOL311078,PARSIPPANY HIGH SCHOOL,Parsippany,New Jersey,3.97,,
PARSIPPANY HILLS HIGH SCHOOL311079,PARSIPPANY HILLS HIGH SCHOOL,Morris Plains,New Jersey,3.76,3.94,
PASCACK HILLS HIGH SCHOOL310823,PASCACK HILLS HIGH SCHOOL,Montvale,New Jersey,3.91,,
PATRICK HENRY HIGH SCHOOL471943,PATRICK HENRY HIGH SCHOOL,Roanoke,Virginia,3.89,,
PATRIOT HIGH SCHOOL471562,PATRIOT HIGH SCHOOL,Nokesville,Virginia,3.6,,
PAUL D SCHREIBER SENIOR HIGH334605,PAUL D SCHREIBER SENIOR HIGH,Port Washington,New York,3.92,3.95,
PAUL LAURENCE DUNBAR HS181440,PAUL LAURENCE DUNBAR HS,Lexington,Kentucky,4.12,4.15,
PAUL VI HIGH SCHOOL310473,PAUL VI HIGH SCHOOL,Haddonfield,New Jersey,3.87,,
PEACHTREE RIDGE HIGH SCHOOL112866,PEACHTREE RIDGE HIGH SCHOOL,Suwanee,Georgia,4.13,4.14,
PEAK TO PEAK CHARTER SCHOOL060869,PEAK TO PEAK CHARTER SCHOOL,Lafayette,Colorado,4.25,4.26,
PEARL CITY HIGH SCHOOL120213,PEARL CITY HIGH SCHOOL,Pearl City,Hawaii,3.99,3.96,
PEARLAND HIGH SCHOOL445410,PEARLAND HIGH SCHOOL,Pearland,Texas,4.16,4.14,
PEARSON ONLINE ACADEMY210191,PEARSON ONLINE ACADEMY,Columbia,Maryland,3.87,,
PEDDIE SCHOOL310535,PEDDIE SCHOOL,Hightstown,New Jersey,3.92,4.03,
PELHAM MEMORIAL HIGH SCHOOL334470,PELHAM MEMORIAL HIGH SCHOOL,Pelham,New York,4.09,4.07,
PEMBROKE HILL SCHOOL261715,PEMBROKE HILL SCHOOL,Kansas City,Missouri,4.01,3.93,
PEMBROKE PINES CHARTER HS101525,PEMBROKE PINES CHARTER HS,Fort Lauderdale,Florida,4.05,,
PENINSULA CATHOLIC HIGH SCHOOL471550,PENINSULA CATHOLIC HIGH SCHOOL,Newport News,Virginia,3.8,3.93,
PENINSULA HIGH SCHOOL480420,PENINSULA HIGH SCHOOL,Gig Harbor,Washington,4.13,,
PENN FOSTER HIGH SCHOOL394413,PENN FOSTER HIGH SCHOOL,Scranton,Pennsylvania,3.7,,
PENN HIGH SCHOOL152347,PENN HIGH SCHOOL,Mishawaka,Indiana,4.11,,
PENNINGTON SCHOOL311170,PENNINGTON SCHOOL,Pennington,New Jersey,4.1,4.18,
PENNSBURY HIGH SCHOOL395415,PENNSBURY HIGH SCHOOL,Fairless Hills,Pennsylvania,4,,
PENNSYLVANIA990317,PENNSYLVANIA,n/a,Pennsylvania,3.82,,
PERKIOMEN SCHOOL393190,PERKIOMEN SCHOOL,Pennsburg,Pennsylvania,3.8,3.79,3.85
PERRY HIGH SCHOOL030668,PERRY HIGH SCHOOL,Gilbert,Arizona,4.01,4.12,
PFLUGERVILLE HIGH SCHOOL445500,PFLUGERVILLE HIGH SCHOOL,Pflugerville,Texas,4.15,,
PHILADELPHIA HS FOR GIRLS393430,PHILADELPHIA HS FOR GIRLS,Philadelphia,Pennsylvania,3.91,,
PHILADELPHIA MNTGMRY CHRSTN AC395398,PHILADELPHIA MNTGMRY CHRSTN AC,Erdenheim,Pennsylvania,3.48,3.48,
PHILLIPS EXETER ACADEMY300185,PHILLIPS EXETER ACADEMY,Exeter,New Hampshire,3.74,3.81,3.84
PHOENIX COUNTRY DAY SCHOOL030288,PHOENIX COUNTRY DAY SCHOOL,Paradise Valley,Arizona,3.82,3.79,
PHOENIX MILITARY ACADEMY141078,PHOENIX MILITARY ACADEMY,Chicago,Illinois,3.89,,
PINE CREEK HIGH SCHOOL060316,PINE CREEK HIGH SCHOOL,Colorado Springs,Colorado,4.14,4.17,
PINE CREST SCHOOL100495,PINE CREST SCHOOL,Fort Lauderdale,Florida,4.15,4.13,
PINE VIEW SCHOOL101577,PINE VIEW SCHOOL,Osprey,Florida,4.16,4.1,
PINGRY SCHOOL310315,PINGRY SCHOOL,Basking Ridge,New Jersey,3.87,4.08,
PINNACLE HIGH SCHOOL030377,PINNACLE HIGH SCHOOL,Phoenix,Arizona,4.09,4.19,
PIONEER HIGH SCHOOL230088,PIONEER HIGH SCHOOL,Ann Arbor,Michigan,4.02,4.03,
PISCATAWAY HIGH SCHOOL310998,PISCATAWAY HIGH SCHOOL,Piscataway,New Jersey,3.91,,
PITTSFORD MENDON HIGH SCHOOL334529,PITTSFORD MENDON HIGH SCHOOL,Pittsford,New York,4.12,4.1,
PITTSFORD SUTHERLAND HS334530,PITTSFORD SUTHERLAND HS,Pittsford,New York,4.22,,
PLAINFIELD EAST HIGH SCHOOL143499,PLAINFIELD EAST HIGH SCHOOL,Plainfield,Illinois,3.68,,
PLAINFIELD NORTH HIGH SCHOOL143497,PLAINFIELD NORTH HIGH SCHOOL,Plainfield,Illinois,3.81,,
PLAINVIEW-OLD BETHPAGE JFK HS334532,PLAINVIEW-OLD BETHPAGE JFK HS,Plainview,New York,4.02,4.07,
PLANO EAST SENIOR HIGH SCHOOL445569,PLANO EAST SENIOR HIGH SCHOOL,Plano,Texas,3.99,4.02,
PLANO SENIOR HIGH SCHOOL445565,PLANO SENIOR HIGH SCHOOL,Plano,Texas,4,4.09,
PLANO WEST SENIOR HIGH SCHOOL445573,PLANO WEST SENIOR HIGH SCHOOL,Plano,Texas,3.97,3.98,3.76
PLEASANT VALLEY HIGH SCHOOL160387,PLEASANT VALLEY HIGH SCHOOL,Bettendorf,Iowa,4.12,4.12,
PLYMOUTH HIGH SCHOOL230469,PLYMOUTH HIGH SCHOOL,Canton,Michigan,4.1,,
PLYMOUTH NORTH HIGH SCHOOL221785,PLYMOUTH NORTH HIGH SCHOOL,Plymouth,Massachusetts,3.75,,
PLYMOUTH WHITEMARSH HS394040,PLYMOUTH WHITEMARSH HS,Plymouth Meeting,Pennsylvania,4.24,4.24,
POLY PREP COUNTRY DAY SCHOOL330795,POLY PREP COUNTRY DAY SCHOOL,Brooklyn,New York,3.97,4.01,
POMFRET SCHOOL070615,POMFRET SCHOOL,Pomfret,Connecticut,3.77,3.74,
POMPERAUG HIGH SCHOOL070685,POMPERAUG HIGH SCHOOL,Southbury,Connecticut,3.78,,
PONTE VEDRA HIGH SCHOOL102180,PONTE VEDRA HIGH SCHOOL,Ponte Vedra,Florida,4.1,4.11,
POOLESVILLE HIGH SCHOOL210825,POOLESVILLE HIGH SCHOOL,Poolesville,Maryland,4.16,4.21,
POPE JOHN XXIII REGL HIGH SCH311407,POPE JOHN XXIII REGL HIGH SCH,Sparta,New Jersey,3.71,3.72,
PORTAGE CENTRAL HIGH SCHOOL233070,PORTAGE CENTRAL HIGH SCHOOL,Portage,Michigan,4.23,,
PORTAGE NORTHERN HIGH SCHOOL233072,PORTAGE NORTHERN HIGH SCHOOL,Portage,Michigan,4.13,,
PORTSMOUTH ABBEY SCHOOL400130,PORTSMOUTH ABBEY SCHOOL,Portsmouth,Rhode Island,4.01,,
POTOMAC SCHOOL471396,POTOMAC SCHOOL,Mclean,Virginia,3.74,3.82,
POUDRE HIGH SCHOOL060587,POUDRE HIGH SCHOOL,Fort Collins,Colorado,4.07,4.07,
PRAIRIE RIDGE HIGH SCHOOL141519,PRAIRIE RIDGE HIGH SCHOOL,Crystal Lake,Illinois,3.83,,
PRIMORIS ACADEMY310023,PRIMORIS ACADEMY,Westwood,New Jersey,4.21,4.21,
PRINCE OF PEACE CHRISTIAN SCH441147,PRINCE OF PEACE CHRISTIAN SCH,Carrollton,Texas,3.83,3.98,
PRINCESS ANNE HIGH SCHOOL471315,PRINCESS ANNE HIGH SCHOOL,Virginia Beach,Virginia,3.95,4.01,
PRINCETON DAY SCHOOL311265,PRINCETON DAY SCHOOL,Princeton,New Jersey,4.01,3.99,
PRINCETON HIGH SCHOOL311255,PRINCETON HIGH SCHOOL,Princeton,New Jersey,4.02,4.09,4
PRINCETON INTRNTL SCH MATH/SCI311263,PRINCETON INTRNTL SCH MATH/SCI,Princeton,New Jersey,4.17,4.15,
PRIOR LAKE HIGH SCHOOL242035,PRIOR LAKE HIGH SCHOOL,Savage,Minnesota,3.82,,
PROCTER R HUG HIGH SCHOOL290144,PROCTER R HUG HIGH SCHOOL,Reno,Nevada,3.76,,
PROCTOR ACADEMY300015,PROCTOR ACADEMY,Andover,New Hampshire,3.87,3.96,
PROSPECT HIGH SCHOOL143062,PROSPECT HIGH SCHOOL,Mt Prospect,Illinois,3.85,,
PROSPECT RIDGE ACADEMY HS060169,PROSPECT RIDGE ACADEMY HS,Broomfield,Colorado,3.96,,
PROVIDENCE ACADEMY242021,PROVIDENCE ACADEMY,Plymouth,Minnesota,3.67,,
PROVIDENCE COUNTRY DAY SCHOOL400045,PROVIDENCE COUNTRY DAY SCHOOL,East Providence,Rhode Island,3.89,4.02,
PROVIDENCE DAY SCHOOL340687,PROVIDENCE DAY SCHOOL,Charlotte,North Carolina,4.11,4.14,
PSJA THOMAS JEFFERSON TSTEM EC440061,PSJA THOMAS JEFFERSON TSTEM EC,Pharr,Texas,3.97,,
PULASKI ACADEMY041444,PULASKI ACADEMY,Little Rock,Arkansas,3.9,3.9,
PULLMAN HIGH SCHOOL480935,PULLMAN HIGH SCHOOL,Pullman,Washington,4.08,4.26,
PUNAHOU SCHOOL120085,PUNAHOU SCHOOL,Honolulu,Hawaii,3.86,3.89,3.94
PUTNEY SCHOOL460340,PUTNEY SCHOOL,Putney,Vermont,3.71,3.74,
PUYALLUP HIGH SCHOOL480940,PUYALLUP HIGH SCHOOL,Puyallup,Washington,4.23,4.21,
QUEENS HS FOR SCIENCE YORK COL332549,QUEENS HS FOR SCIENCE YORK COL,Jamaica,New York,4.11,,
QUINCE ORCHARD HIGH SCHOOL210564,QUINCE ORCHARD HIGH SCHOOL,Gaithersburg,Maryland,4.14,4.24,
RABUN GAP-NACOOCHEE SCHOOL112460,RABUN GAP-NACOOCHEE SCHOOL,Rabun Gap,Georgia,3.79,,
RADFORD HIGH SCHOOL120028,RADFORD HIGH SCHOOL,Honolulu,Hawaii,3.84,,
RADNOR HIGH SCHOOL394133,RADNOR HIGH SCHOOL,Radnor,Pennsylvania,3.95,4.01,
RAINIER BEACH HIGH SCHOOL481137,RAINIER BEACH HIGH SCHOOL,Seattle,Washington,4.27,,
RAISBECK AVIATION HIGH SCHOOL481071,RAISBECK AVIATION HIGH SCHOOL,Tukwila,Washington,3.79,3.89,
RALEIGH CHARTER HIGH SCHOOL343230,RALEIGH CHARTER HIGH SCHOOL,Raleigh,North Carolina,3.88,,
RALSTON VALLEY HIGH SCHOOL060051,RALSTON VALLEY HIGH SCHOOL,Arvada,Colorado,4.01,4.05,
RAMAPO HIGH SCHOOL310402,RAMAPO HIGH SCHOOL,Franklin Lakes,New Jersey,4.01,,
RAMPART HIGH SCHOOL060294,RAMPART HIGH SCHOOL,Colorado Springs,Colorado,3.99,4.04,
RANCHO HIGH SCHOOL290103,RANCHO HIGH SCHOOL,Las Vegas,Nevada,4.1,,
RANCHO SOLANO PREPARATORY SCHL030658,RANCHO SOLANO PREPARATORY SCHL,Scottsdale,Arizona,4.11,,
RANDOLPH HIGH SCHOOL310272,RANDOLPH HIGH SCHOOL,Randolph,New Jersey,3.82,4.06,
RANDOLPH MACON ACADEMY470900,RANDOLPH MACON ACADEMY,Front Royal,Virginia,3.77,3.88,
RANNEY SCHOOL311336,RANNEY SCHOOL,Tinton Falls,New Jersey,4.16,4.15,
RANSOM EVERGLADES SCHOOL101095,RANSOM EVERGLADES SCHOOL,Miami,Florida,3.97,4.07,
RAVENSCROFT SCHOOL343233,RAVENSCROFT SCHOOL,Raleigh,North Carolina,4.05,4.15,
RAVENWOOD HIGH SCHOOL430168,RAVENWOOD HIGH SCHOOL,Brentwood,Tennessee,4.09,4.11,
RED BANK CATHOLIC HIGH SCHOOL311295,RED BANK CATHOLIC HIGH SCHOOL,Red Bank,New Jersey,3.75,,
RED MOUNTAIN HIGH SCHOOL030221,RED MOUNTAIN HIGH SCHOOL,Mesa,Arizona,4.04,4.1,
REDMOND HIGH SCHOOL480978,REDMOND HIGH SCHOOL,Redmond,Washington,4.04,4.05,3.83
REEDY HIGH SCHOOL442627,REEDY HIGH SCHOOL,Frisco,Texas,4.01,4,
REGIS JESUIT HIGH SCHOOL BOYS060435,REGIS JESUIT HIGH SCHOOL BOYS,Aurora,Colorado,3.95,3.98,
REGIS JESUIT HS GIRLS DIVISION060082,REGIS JESUIT HS GIRLS DIVISION,Aurora,Colorado,4.08,4.11,
RENAISSANCE HIGH SCHOOL130398,RENAISSANCE HIGH SCHOOL,Meridian,Idaho,4,3.96,
RENO HIGH SCHOOL290145,RENO HIGH SCHOOL,Reno,Nevada,4.01,3.95,
RENTON HIGH SCHOOL480990,RENTON HIGH SCHOOL,Renton,Washington,4.23,,
RESERVOIR HIGH SCHOOL210557,RESERVOIR HIGH SCHOOL,Fulton,Maryland,4.1,4.19,
RICHARD MONTGOMERY HIGH SCHOOL210910,RICHARD MONTGOMERY HIGH SCHOOL,Rockville,Maryland,4.18,4.19,4.15
RICHARDSON HIGH SCHOOL445840,RICHARDSON HIGH SCHOOL,Richardson,Texas,3.95,,
RICHWOODS HIGH SCHOOL143452,RICHWOODS HIGH SCHOOL,Peoria,Illinois,3.94,,
RIDGE HIGH SCHOOL310050,RIDGE HIGH SCHOOL,Basking Ridge,New Jersey,3.97,4.02,4.13
RIDGE POINT HIGH SCHOOL444836,RIDGE POINT HIGH SCHOOL,Missouri City,Texas,3.64,,
RIDGEFIELD HIGH SCHOOL070640,RIDGEFIELD HIGH SCHOOL,Ridgefield,Connecticut,3.92,4.05,
RIDGEWOOD HIGH SCHOOL311310,RIDGEWOOD HIGH SCHOOL,Ridgewood,New Jersey,3.93,3.99,
RIVER HILL HIGH SCHOOL210402,RIVER HILL HIGH SCHOOL,Clarksville,Maryland,4.14,4.16,4.15
RIVERDALE COUNTRY SCHOOL333920,RIVERDALE COUNTRY SCHOOL,Bronx,New York,3.78,3.89,
RIVERDALE HIGH SCHOOL380917,RIVERDALE HIGH SCHOOL,Portland,Oregon,3.92,3.92,
RIVERSIDE HIGH SCHOOL410951,RIVERSIDE HIGH SCHOOL,Greer,South Carolina,3.84,,
RIVERSIDE HIGH SCHOOL470064,RIVERSIDE HIGH SCHOOL,Leesburg,Virginia,3.94,4.06,
RIVERSIDE-BROOKFIELD HS143655,RIVERSIDE-BROOKFIELD HS,Riverside,Illinois,4.11,4.13,
RIVERVIEW HIGH SCHOOL101583,RIVERVIEW HIGH SCHOOL,Sarasota,Florida,3.99,3.97,
RIVERWOOD INTERNATIONAL CHTR110216,RIVERWOOD INTERNATIONAL CHTR,Sandy Springs,Georgia,4.06,4.04,
ROBBINSVILLE HIGH SCHOOL311326,ROBBINSVILLE HIGH SCHOOL,Robbinsville,New Jersey,3.77,,
ROBERT L PASCHAL HIGH SCHOOL442560,ROBERT L PASCHAL HIGH SCHOOL,Fort Worth,Texas,4.3,4.3,
ROBERT MCQUEEN HIGH SCHOOL290143,ROBERT MCQUEEN HIGH SCHOOL,Reno,Nevada,3.93,4.09,
ROBERT SERVICE HIGH SCHOOL020004,ROBERT SERVICE HIGH SCHOOL,Anchorage,Alaska,4,3.98,
ROCHESTER ADAMS HIGH SCHOOL233194,ROCHESTER ADAMS HIGH SCHOOL,Rochester Hills,Michigan,4.17,,
ROCHESTER HIGH SCHOOL233195,ROCHESTER HIGH SCHOOL,Rochester,Michigan,4.14,4.14,
ROCK CANYON HIGH SCHOOL060748,ROCK CANYON HIGH SCHOOL,Littleton,Colorado,4.02,4.1,4.12
ROCK RIDGE HIGH SCHOOL470140,ROCK RIDGE HIGH SCHOOL,Ashburn,Virginia,4.11,4.22,
ROCKVILLE HIGH SCHOOL210914,ROCKVILLE HIGH SCHOOL,Rockville,Maryland,3.99,4.03,
ROCKY MOUNTAIN HIGH SCHOOL060588,ROCKY MOUNTAIN HIGH SCHOOL,Fort Collins,Colorado,4.05,4.06,
ROLLING MEADOWS HIGH SCHOOL143736,ROLLING MEADOWS HIGH SCHOOL,Rolling Meadows,Illinois,3.78,,
RONALD REAGAN HIGH SCHOOL446207,RONALD REAGAN HIGH SCHOOL,San Antonio,Texas,4.02,4.09,
RONALD W REAGAN/DORAL SENIOR H102068,RONALD W REAGAN/DORAL SENIOR H,Doral,Florida,3.86,,
ROOSEVELT HIGH SCHOOL120090,ROOSEVELT HIGH SCHOOL,Honolulu,Hawaii,3.94,3.95,
ROOSEVELT HIGH SCHOOL481140,ROOSEVELT HIGH SCHOOL,Seattle,Washington,4.04,4.07,4.21
ROSEVILLE AREA HIGH SCHOOL242215,ROSEVILLE AREA HIGH SCHOOL,Roseville,Minnesota,4.16,4.24,
ROSLYN HIGH SCHOOL334920,ROSLYN HIGH SCHOOL,Roslyn Heights,New York,4.04,4.15,
ROSWELL HIGH SCHOOL112625,ROSWELL HIGH SCHOOL,Roswell,Georgia,3.95,4.02,
ROUND ROCK HIGH SCHOOL446025,ROUND ROCK HIGH SCHOOL,Round Rock,Texas,3.97,4.05,
ROWLAND HALL450385,ROWLAND HALL,Salt Lake City,Utah,3.68,,
RUFUS KING INTER SCHOOL HS501435,RUFUS KING INTER SCHOOL HS,Milwaukee,Wisconsin,4.24,,
RUMSON-FAIR HAVEN REG HIGH SCH311335,RUMSON-FAIR HAVEN REG HIGH SCH,Rumson,New Jersey,3.89,,
RUTGERS PREPARATORY SCHOOL310985,RUTGERS PREPARATORY SCHOOL,Somerset,New Jersey,4.06,4.03,3.96
RUTHERFORD HIGH SCHOOL101361,RUTHERFORD HIGH SCHOOL,Panama City,Florida,4.08,,
RYE COUNTRY DAY-UPPER SCHOOL334965,RYE COUNTRY DAY-UPPER SCHOOL,Rye,New York,4,,
RYE HIGH SCHOOL334970,RYE HIGH SCHOOL,Rye,New York,4.03,4.02,
SACRED HEARTS ACADEMY HS120095,SACRED HEARTS ACADEMY HS,Honolulu,Hawaii,3.97,4.12,
SAGUARO HIGH SCHOOL030404,SAGUARO HIGH SCHOOL,Scottsdale,Arizona,3.9,3.9,
SAINT AGNES ACADEMY443420,SAINT AGNES ACADEMY,Houston,Texas,4.06,4.07,
SAINT ALBANS SCHOOL090165,SAINT ALBANS SCHOOL,Washington,District of Columbia,3.88,3.94,
SAINT ANDREWS EPISCOPAL SCHOOL210317,SAINT ANDREWS EPISCOPAL SCHOOL,Potomac,Maryland,3.74,3.81,
SAINT ANDREWS EPISCOPAL SCHOOL251424,SAINT ANDREWS EPISCOPAL SCHOOL,Ridgeland,Mississippi,3.96,4.02,
SAINT ANDREWS PRIORY SCHOOL120100,SAINT ANDREWS PRIORY SCHOOL,Honolulu,Hawaii,4.07,4.07,
SAINT ANDREWS SCHOOL080095,SAINT ANDREWS SCHOOL,Middletown,Delaware,3.91,3.96,
SAINT ANDREWS SCHOOL100132,SAINT ANDREWS SCHOOL,Boca Raton,Florida,3.93,3.93,
SAINT ANDREWS SCHOOL400250,SAINT ANDREWS SCHOOL,Barrington,Rhode Island,3.81,3.8,
SAINT ANNES-BELFIELD470435,SAINT ANNES-BELFIELD,Charlottesville,Virginia,3.8,3.89,
SAINT ANTHONYS HIGH SCHOOL335215,SAINT ANTHONYS HIGH SCHOOL,Melville,New York,3.62,3.77,3.81
SAINT CHARLES EAST HIGH SCHOOL143795,SAINT CHARLES EAST HIGH SCHOOL,Saint Charles,Illinois,3.89,,
SAINT CHARLES NORTH HS143796,SAINT CHARLES NORTH HS,Saint Charles,Illinois,3.66,,
SAINT CROIX LUTHERAN ACADEMY242673,SAINT CROIX LUTHERAN ACADEMY,West Saint Paul,Minnesota,4.14,4.12,
SAINT EDWARDS SCHOOL101793,SAINT EDWARDS SCHOOL,Vero Beach,Florida,3.75,3.83,
SAINT FRANCIS DE SALES HS361533,SAINT FRANCIS DE SALES HS,Columbus,Ohio,3.98,3.98,
SAINT FRANCIS HIGH SCHOOL144383,SAINT FRANCIS HIGH SCHOOL,Wheaton,Illinois,3.89,,
SAINT FRANCIS PREPARATORY SCH330835,SAINT FRANCIS PREPARATORY SCH,Fresh Meadows,New York,3.68,3.85,
SAINT GEORGES SCHOOL400085,SAINT GEORGES SCHOOL,Middletown,Rhode Island,3.88,3.95,
SAINT GEORGES SCHOOL481281,SAINT GEORGES SCHOOL,Spokane,Washington,4.01,3.9,
SAINT IGNATIUS COLLEGE PREP141170,SAINT IGNATIUS COLLEGE PREP,Chicago,Illinois,3.89,4.11,
SAINT JAMES SCHOOL210915,SAINT JAMES SCHOOL,Hagerstown,Maryland,4.14,4.14,
SAINT JOHN BAPTIST DIOCESAN HS335898,SAINT JOHN BAPTIST DIOCESAN HS,West Islip,New York,3.58,3.58,
SAINT JOHN'S SCHOOL443425,SAINT JOHN'S SCHOOL,Houston,Texas,4.04,4.04,
SAINT JOHN'S SCHOOL546160,SAINT JOHN'S SCHOOL,San Juan,Puerto Rico,4.02,4.01,
SAINT JOHNS COLLEGE HS090185,SAINT JOHNS COLLEGE HS,Washington,District of Columbia,3.69,,
SAINT JOHNS HIGH SCHOOL222515,SAINT JOHNS HIGH SCHOOL,Shrewsbury,Massachusetts,3.87,3.85,
SAINT JOHNS PREPARATORY SCHOOL220665,SAINT JOHNS PREPARATORY SCHOOL,Danvers,Massachusetts,3.95,3.98,
